city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Stedman,Stedman,NC,North Carolina,37051,Cumberland,37051,Cumberland,35.0131,-78.7028,1056,195,polygon,FALSE,TRUE,America/New_York,3,28391,1840016442
Elon,Elon,NC,North Carolina,37001,Alamance,37001,Alamance,36.1014,-79.5085,10227,993,polygon,FALSE,TRUE,America/New_York,3,27244,1840016143
Burgaw,Burgaw,NC,North Carolina,37141,Pender,37141,Pender,34.5507,-77.9224,3667,338,polygon,FALSE,TRUE,America/New_York,3,28425,1840015548
Falkland,Falkland,NC,North Carolina,37147,Pitt,37147,Pitt,35.6986,-77.5132,100,157,polygon,FALSE,TRUE,America/New_York,3,27829 27827 27834,1840016274
Evergreen,Evergreen,NC,North Carolina,37047,Columbus,37047,Columbus,34.4149,-78.9114,261,26,polygon,FALSE,FALSE,America/New_York,3,28438,1840025857
Garland,Garland,NC,North Carolina,37163,Sampson,37163,Sampson,34.7859,-78.3947,619,222,polygon,FALSE,TRUE,America/New_York,3,28441,1840016432
Robbins,Robbins,NC,North Carolina,37125,Moore,37125,Moore,35.4305,-79.5835,1201,335,polygon,FALSE,TRUE,America/New_York,3,27325,1840014558
Welcome,Welcome,NC,North Carolina,37057,Davidson,37057,Davidson,35.9066,-80.2548,4319,179,polygon,FALSE,FALSE,America/New_York,3,27295 27374,1840013388
Elk Park,Elk Park,NC,North Carolina,37011,Avery,37011,Avery,36.1582,-81.9808,444,248,polygon,FALSE,TRUE,America/New_York,3,28622,1840016114
Dobbins Heights,Dobbins Heights,NC,North Carolina,37153,Richmond,37153,Richmond,34.9069,-79.6933,833,364,polygon,FALSE,TRUE,America/New_York,3,28345,1840016474
Peletier,Peletier,NC,North Carolina,37031,Carteret,37031,Carteret,34.727,-77.0759,670,71,polygon,FALSE,TRUE,America/New_York,3,28584,1840016486
Marshville,Marshville,NC,North Carolina,37179,Union,37179,Union,34.9866,-80.3685,2690,501,polygon,FALSE,TRUE,America/New_York,3,28103,1840016454
Jonesville,Jonesville,NC,North Carolina,37197,Yadkin,37197,Yadkin,36.2336,-80.8351,2234,299,polygon,FALSE,TRUE,America/New_York,3,28642,1840016110
Pine Knoll Shores,Pine Knoll Shores,NC,North Carolina,37031,Carteret,37031,Carteret,34.6974,-76.8205,1332,232,polygon,FALSE,TRUE,America/New_York,3,28512,1840016487
Bostic,Bostic,NC,North Carolina,37161,Rutherford,37161,Rutherford,35.3624,-81.836,376,155,polygon,FALSE,TRUE,America/New_York,3,28018,1840015422
Marion,Marion,NC,North Carolina,37111,McDowell,37111,McDowell,35.6775,-82.0014,13026,503,polygon,FALSE,TRUE,America/New_York,3,28752 28737,1840015372
Burlington,Burlington,NC,North Carolina,37001,Alamance,37001|37081,Alamance|Guilford,36.0762,-79.4687,127374,697,polygon,FALSE,TRUE,America/New_York,2,27217 27215,1840013362
Wallburg,Wallburg,NC,North Carolina,37057,Davidson,37057,Davidson,36.0088,-80.1453,3104,214,polygon,FALSE,TRUE,America/New_York,3,27107 27373,1840016224
Henderson,Henderson,NC,North Carolina,37181,Vance,37181,Vance,36.3259,-78.4155,20158,673,polygon,FALSE,TRUE,America/New_York,3,27536,1840014433
Drexel,Drexel,NC,North Carolina,37023,Burke,37023,Burke,35.7568,-81.6088,1860,519,polygon,FALSE,TRUE,America/New_York,3,28619 28655,1840016232
Valley Hill,Valley Hill,NC,North Carolina,37089,Henderson,37089,Henderson,35.2958,-82.4913,1923,320,polygon,FALSE,FALSE,America/New_York,3,28739,1840013447
Henrietta,Henrietta,NC,North Carolina,37161,Rutherford,37161,Rutherford,35.2569,-81.8012,400,264,polygon,FALSE,FALSE,America/New_York,3,28114 28076,1840025818
Rosman,Rosman,NC,North Carolina,37175,Transylvania,37175,Transylvania,35.1458,-82.8201,603,426,polygon,FALSE,TRUE,America/New_York,3,28712 28772,1840017862
Cajah's Mountain,Cajah's Mountain,NC,North Carolina,37027,Caldwell,37027,Caldwell,35.8508,-81.5361,2735,310,polygon,FALSE,TRUE,America/New_York,3,28645,1840033010
Red Springs,Red Springs,NC,North Carolina,37155,Robeson,37155,Robeson,34.8046,-79.1822,4161,375,polygon,FALSE,TRUE,America/New_York,3,28377,1840017907
Elroy,Elroy,NC,North Carolina,37191,Wayne,37191,Wayne,35.3307,-77.9226,3405,201,polygon,FALSE,FALSE,America/New_York,3,27534,1840013071
Hertford,Hertford,NC,North Carolina,37143,Perquimans,37143,Perquimans,36.1813,-76.4673,2124,287,polygon,FALSE,TRUE,America/New_York,3,27944,1840015311
Goldston,Goldston,NC,North Carolina,37037,Chatham,37037,Chatham,35.5929,-79.3284,293,142,polygon,FALSE,TRUE,America/New_York,3,27252,1840016258
Raynham,Raynham,NC,North Carolina,37155,Robeson,37155,Robeson,34.5758,-79.191,70,222,polygon,FALSE,TRUE,America/New_York,3,28383,1840017906
South Henderson,South Henderson,NC,North Carolina,37181,Vance,37181,Vance,36.3035,-78.4053,872,182,polygon,FALSE,FALSE,America/New_York,3,27536 27537,1840013308
Bladenboro,Bladenboro,NC,North Carolina,37017,Bladen,37017,Bladen,34.5407,-78.795,1657,288,polygon,FALSE,TRUE,America/New_York,3,28320,1840015539
Teachey,Teachey,NC,North Carolina,37061,Duplin,37061,Duplin,34.769,-78.0093,431,164,polygon,FALSE,TRUE,America/New_York,3,28464,1840016470
Benson,Benson,NC,North Carolina,37101,Johnston,37101,Johnston,35.3861,-78.5436,3501,516,polygon,FALSE,TRUE,America/New_York,3,27504,1840015393
Montreat,Montreat,NC,North Carolina,37021,Buncombe,37021,Buncombe,35.6478,-82.3001,760,107,polygon,FALSE,TRUE,America/New_York,3,28711 28757,1840016283
Clarkton,Clarkton,NC,North Carolina,37017,Bladen,37017,Bladen,34.4889,-78.6559,762,236,polygon,FALSE,TRUE,America/New_York,3,28433,1840016561
Dublin,Dublin,NC,North Carolina,37017,Bladen,37017,Bladen,34.6562,-78.7231,322,285,polygon,FALSE,TRUE,America/New_York,3,28332,1840016562
Franklin,Franklin,NC,North Carolina,37113,Macon,37113,Macon,35.1798,-83.3809,7066,315,polygon,FALSE,TRUE,America/New_York,3,28734 28744,1840016421
Bessemer City,Bessemer City,NC,North Carolina,37071,Gaston,37071,Gaston,35.2843,-81.2841,5472,427,polygon,FALSE,TRUE,America/New_York,3,28016,1840013470
Morven,Morven,NC,North Carolina,37007,Anson,37007,Anson,34.8643,-80,468,175,polygon,FALSE,TRUE,America/New_York,3,28119,1840016449
Connelly Springs,Connelly Springs,NC,North Carolina,37023,Burke,37023,Burke,35.755,-81.4971,1642,127,polygon,FALSE,TRUE,America/New_York,3,28612,1840016231
Macclesfield,Macclesfield,NC,North Carolina,37065,Edgecombe,37065,Edgecombe,35.7522,-77.6703,438,326,polygon,FALSE,TRUE,America/New_York,3,27852,1840016175
Durham,Durham,NC,North Carolina,37063,Durham,37063|37135,Durham|Orange,35.9795,-78.9032,407575,921,polygon,FALSE,TRUE,America/New_York,2,27703 27705 27704 27707 27701 27709 27712 27713 27706 27708 27710 27715 27717 27722,1840013364
Balfour,Balfour,NC,North Carolina,37089,Henderson,37089,Henderson,35.3494,-82.4825,1490,354,polygon,FALSE,FALSE,America/New_York,3,28792 28791,1840013445
Fairfield,Fairfield,NC,North Carolina,37095,Hyde,37095,Hyde,35.5472,-76.2261,314,17,polygon,FALSE,FALSE,America/New_York,3,27826,1840025810
Polkton,Polkton,NC,North Carolina,37007,Anson,37007,Anson,35.0031,-80.1963,3125,395,polygon,FALSE,TRUE,America/New_York,3,28135,1840016452
Catawba,Catawba,NC,North Carolina,37035,Catawba,37035,Catawba,35.7067,-81.0659,623,61,polygon,FALSE,TRUE,America/New_York,3,28609,1840016282
Wakulla,Wakulla,NC,North Carolina,37155,Robeson,37155,Robeson,34.797,-79.2559,87,39,polygon,FALSE,FALSE,America/New_York,3,28377 28364,1840024997
Stantonsburg,Stantonsburg,NC,North Carolina,37195,Wilson,37195,Wilson,35.6055,-77.82,781,512,polygon,FALSE,TRUE,America/New_York,3,27883,1840016262
Pinetops,Pinetops,NC,North Carolina,37065,Edgecombe,37065,Edgecombe,35.7912,-77.6378,1273,489,polygon,FALSE,TRUE,America/New_York,3,27864,1840016178
Gaston,Gaston,NC,North Carolina,37131,Northampton,37131,Northampton,36.4965,-77.6448,1048,239,polygon,FALSE,TRUE,America/New_York,3,27832,1840016043
Sandy Creek,Sandy Creek,NC,North Carolina,37019,Brunswick,37019,Brunswick,34.2814,-78.1531,276,84,polygon,FALSE,TRUE,America/New_York,3,28451,1840017952
Lenoir,Lenoir,NC,North Carolina,37027,Caldwell,37027,Caldwell,35.9097,-81.5247,17943,335,polygon,FALSE,TRUE,America/New_York,3,28645 28633,1840014493
Ingold,Ingold,NC,North Carolina,37163,Sampson,37163,Sampson,34.8312,-78.3497,476,35,polygon,FALSE,FALSE,America/New_York,3,28328 28441,1840013480
Morganton,Morganton,NC,North Carolina,37023,Burke,37023,Burke,35.7408,-81.7003,16519,331,polygon,FALSE,TRUE,America/New_York,3,28655 28680,1840014504
Lincolnton,Lincolnton,NC,North Carolina,37109,Lincoln,37109,Lincoln,35.4747,-81.2385,23311,480,polygon,FALSE,TRUE,America/New_York,3,28092 28093,1840015427
Bethel,Bethel,NC,North Carolina,37147,Pitt,37147,Pitt,35.8072,-77.3762,1612,586,polygon,FALSE,TRUE,America/New_York,3,27812,1840015389
Conetoe,Conetoe,NC,North Carolina,37065,Edgecombe,37065,Edgecombe,35.8176,-77.4569,275,295,polygon,FALSE,TRUE,America/New_York,3,27819,1840016176
Dillsboro,Dillsboro,NC,North Carolina,37099,Jackson,37099,Jackson,35.3706,-83.2526,267,215,polygon,FALSE,TRUE,America/New_York,3,28779 28725,1840016346
Rhodhiss,Rhodhiss,NC,North Carolina,37027,Caldwell,37027|37023,Caldwell|Burke,35.7683,-81.4312,1021,332,polygon,FALSE,TRUE,America/New_York,3,28667 28601,1840017754
Etowah,Etowah,NC,North Carolina,37089,Henderson,37089,Henderson,35.3061,-82.5902,7589,165,polygon,FALSE,FALSE,America/New_York,3,28729 28739,1840013074
Cornelius,Cornelius,NC,North Carolina,37119,Mecklenburg,37119,Mecklenburg,35.4731,-80.8822,29191,951,polygon,FALSE,TRUE,America/New_York,3,28031,1840016352
Ronda,Ronda,NC,North Carolina,37193,Wilkes,37193,Wilkes,36.2217,-80.9432,412,146,polygon,FALSE,TRUE,America/New_York,3,28670,1840017720
Apex,Apex,NC,North Carolina,37183,Wake,37183,Wake,35.7246,-78.8698,50451,1020,polygon,FALSE,TRUE,America/New_York,3,27502 27523 27539,1840015355
Jackson Heights,Jackson Heights,NC,North Carolina,37107,Lenoir,37107,Lenoir,35.2236,-77.6333,571,151,polygon,FALSE,TRUE,America/New_York,3,28504,1840042919
Marshall,Marshall,NC,North Carolina,37115,Madison,37115,Madison,35.7974,-82.6818,903,92,polygon,FALSE,TRUE,America/New_York,3,28753,1840016211
Forest City,Forest City,NC,North Carolina,37161,Rutherford,37161,Rutherford,35.3339,-81.8702,25481,324,polygon,FALSE,TRUE,America/New_York,3,28043,1840016320
Sea Breeze,Sea Breeze,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.0699,-77.8965,1775,367,polygon,FALSE,FALSE,America/New_York,3,28409 28412,1840013629
Rockfish,Rockfish,NC,North Carolina,37093,Hoke,37093,Hoke,34.9902,-79.0694,3476,271,polygon,FALSE,FALSE,America/New_York,3,28376 28306,1840013507
Hamilton,Hamilton,NC,North Carolina,37117,Martin,37117,Martin,35.9443,-77.2067,376,293,polygon,FALSE,TRUE,America/New_York,3,27840,1840016204
Pilot Mountain,Pilot Mountain,NC,North Carolina,37171,Surry,37171,Surry,36.3854,-80.4735,1433,271,polygon,FALSE,TRUE,America/New_York,3,27041,1840016032
Hickory,Hickory,NC,North Carolina,37035,Catawba,37035|37023|37027,Catawba|Burke|Caldwell,35.7426,-81.323,215353,529,polygon,FALSE,TRUE,America/New_York,2,28601 28602 28603,1840014524
Glen Alpine,Glen Alpine,NC,North Carolina,37023,Burke,37023,Burke,35.7308,-81.7826,1478,265,polygon,FALSE,TRUE,America/New_York,3,28655 28628,1840016233
Belville,Belville,NC,North Carolina,37019,Brunswick,37019,Brunswick,34.2195,-77.9983,2052,471,polygon,FALSE,TRUE,America/New_York,3,28451,1840015578
Foxfire,Foxfire,NC,North Carolina,37125,Moore,37125,Moore,35.179,-79.5639,1005,54,polygon,FALSE,TRUE,America/New_York,3,27281 27376 28315,1840017851
Pantego,Pantego,NC,North Carolina,37013,Beaufort,37013,Beaufort,35.5874,-76.6594,176,84,polygon,FALSE,TRUE,America/New_York,3,27860,1840016304
Cary,Cary,NC,North Carolina,37183,Wake,37183|37037,Wake|Chatham,35.7817,-78.8175,165904,1118,polygon,FALSE,TRUE,America/New_York,2,27560 27511 27518 27519 27513 27512,1840016196
Mountain Home,Mountain Home,NC,North Carolina,37089,Henderson,37089,Henderson,35.3708,-82.5021,3458,354,polygon,FALSE,FALSE,America/New_York,3,28791,1840013448
Raleigh,Raleigh,NC,North Carolina,37183,Wake,37183|37063,Wake|Durham,35.8324,-78.6438,1018336,1235,polygon,FALSE,TRUE,America/New_York,1,27617 27616 27615 27614 27613 27612 27610 27608 27609 27601 27603 27604 27605 27606 27607 27602 27619 27620 27621 27622 27624 27626 27627 27628 27634 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27697 27698,1840014497
Macon,Macon,NC,North Carolina,37185,Warren,37185,Warren,36.4396,-78.0839,112,91,polygon,FALSE,TRUE,America/New_York,3,27551,1840016036
Mars Hill,Mars Hill,NC,North Carolina,37115,Madison,37115,Madison,35.8281,-82.5485,2118,409,polygon,FALSE,TRUE,America/New_York,3,28754,1840016210
Neuse Forest,Neuse Forest,NC,North Carolina,37049,Craven,37049,Craven,34.966,-76.9401,1742,212,polygon,FALSE,FALSE,America/New_York,3,28560,1840033020
Vann Crossroads,Vann Crossroads,NC,North Carolina,37163,Sampson,37163,Sampson,35.1697,-78.4026,294,24,polygon,FALSE,FALSE,America/New_York,3,28328 28366,1840013484
Rural Hall,Rural Hall,NC,North Carolina,37067,Forsyth,37067,Forsyth,36.2252,-80.2974,3196,432,polygon,FALSE,TRUE,America/New_York,3,27045 27094 27098 27099,1840017727
Sandyfield,Sandyfield,NC,North Carolina,37047,Columbus,37047,Columbus,34.3738,-78.3,431,54,polygon,FALSE,TRUE,America/New_York,3,28456,1840017950
Watha,Watha,NC,North Carolina,37141,Pender,37141,Pender,34.6516,-77.9568,235,63,polygon,FALSE,TRUE,America/New_York,3,28478,1840016605
Southern Shores,Southern Shores,NC,North Carolina,37055,Dare,37055,Dare,36.1205,-75.7327,2883,281,polygon,FALSE,TRUE,America/New_York,3,27949,1840017739
Biltmore Forest,Biltmore Forest,NC,North Carolina,37021,Buncombe,37021,Buncombe,35.5348,-82.5403,1421,188,polygon,FALSE,TRUE,America/New_York,3,28803,1840015391
Garner,Garner,NC,North Carolina,37183,Wake,37183,Wake,35.6938,-78.6199,28858,714,polygon,FALSE,TRUE,America/New_York,3,27529 27603 27699,1840016198
Lake Waccamaw,Lake Waccamaw,NC,North Carolina,37047,Columbus,37047,Columbus,34.3141,-78.5117,1408,195,polygon,FALSE,TRUE,America/New_York,3,28450,1840016661
Skippers Corner,Skippers Corner,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.3292,-77.9141,2705,149,polygon,FALSE,FALSE,America/New_York,3,28429,1840032999
Milton,Milton,NC,North Carolina,37033,Caswell,37033,Caswell,36.5372,-79.2081,148,146,polygon,FALSE,TRUE,America/New_York,3,27305,1840016057
Coats,Coats,NC,North Carolina,37085,Harnett,37085,Harnett,35.4069,-78.6684,2436,665,polygon,FALSE,TRUE,America/New_York,3,27521,1840016327
Windsor,Windsor,NC,North Carolina,37015,Bertie,37015,Bertie,35.9923,-76.9392,3239,452,polygon,FALSE,TRUE,America/New_York,3,27983,1840016150
Warsaw,Warsaw,NC,North Carolina,37061,Duplin,37061,Duplin,34.9987,-78.0925,3097,382,polygon,FALSE,TRUE,America/New_York,3,28398,1840016472
Aulander,Aulander,NC,North Carolina,37015,Bertie,37015,Bertie,36.228,-77.1136,802,209,polygon,FALSE,TRUE,America/New_York,3,27805,1840015333
Mills River,Mills River,NC,North Carolina,37089,Henderson,37089,Henderson,35.3853,-82.5854,7294,126,polygon,FALSE,TRUE,America/New_York,3,28759 28710,1840016370
Canton,Canton,NC,North Carolina,37087,Haywood,37087,Haywood,35.5516,-82.8406,4272,443,polygon,FALSE,TRUE,America/New_York,3,28716,1840015395
Asheboro,Asheboro,NC,North Carolina,37151,Randolph,37151,Randolph,35.7157,-79.8129,39076,529,polygon,FALSE,TRUE,America/New_York,3,27205 27203,1840013400
Jefferson,Jefferson,NC,North Carolina,37009,Ashe,37009,Ashe,36.4209,-81.4686,3918,283,polygon,FALSE,TRUE,America/New_York,3,28640,1840016027
Bailey,Bailey,NC,North Carolina,37127,Nash,37127,Nash,35.7805,-78.1129,563,309,polygon,FALSE,TRUE,America/New_York,3,27807,1840015344
White Lake,White Lake,NC,North Carolina,37017,Bladen,37017,Bladen,34.6417,-78.4969,766,288,polygon,FALSE,TRUE,America/New_York,3,28337,1840016566
Fearrington Village,Fearrington Village,NC,North Carolina,37037,Chatham,37037,Chatham,35.7996,-79.0818,2784,601,polygon,FALSE,FALSE,America/New_York,3,27312,1840013406
Norman,Norman,NC,North Carolina,37153,Richmond,37153,Richmond,35.1698,-79.7231,133,91,polygon,FALSE,TRUE,America/New_York,3,28338 28367,1840016476
St. Pauls,St. Pauls,NC,North Carolina,37155,Robeson,37155,Robeson,34.8087,-78.9751,3799,599,polygon,FALSE,TRUE,America/New_York,3,28384,1840017910
Statesville,Statesville,NC,North Carolina,37097,Iredell,37097,Iredell,35.7838,-80.8711,26657,422,polygon,FALSE,TRUE,America/New_York,3,28625 28677 28687,1840015358
Madison,Madison,NC,North Carolina,37157,Rockingham,37157,Rockingham,36.3868,-79.975,2134,232,polygon,FALSE,TRUE,America/New_York,3,27025,1840016053
Rougemont,Rougemont,NC,North Carolina,37063,Durham,37063|37145,Durham|Person,36.2208,-78.9206,847,52,polygon,FALSE,FALSE,America/New_York,3,27572,1840025779
Ellenboro,Ellenboro,NC,North Carolina,37161,Rutherford,37161,Rutherford,35.3309,-81.7612,834,254,polygon,FALSE,TRUE,America/New_York,3,28040,1840016319
Kelford,Kelford,NC,North Carolina,37015,Bertie,37015,Bertie,36.1813,-77.2243,225,180,polygon,FALSE,TRUE,America/New_York,3,27847,1840016147
Troy,Troy,NC,North Carolina,37123,Montgomery,37123,Montgomery,35.3652,-79.8914,3745,355,polygon,FALSE,TRUE,America/New_York,3,27371,1840016361
Ivanhoe,Ivanhoe,NC,North Carolina,37163,Sampson,37163,Sampson,34.587,-78.2447,165,12,polygon,FALSE,FALSE,America/New_York,3,28447,1840013481
Robbinsville,Robbinsville,NC,North Carolina,37075,Graham,37075,Graham,35.3217,-83.8094,604,351,polygon,FALSE,TRUE,America/New_York,3,28771,1840017858
Landis,Landis,NC,North Carolina,37159,Rowan,37159,Rowan,35.5484,-80.6115,3114,344,polygon,FALSE,TRUE,America/New_York,3,28023 28088,1840016263
Gulf,Gulf,NC,North Carolina,37037,Chatham,37037,Chatham,35.5597,-79.2807,490,208,polygon,FALSE,FALSE,America/New_York,3,27252 27330,1840025793
Dundarrach,Dundarrach,NC,North Carolina,37093,Hoke,37093,Hoke,34.9247,-79.1575,55,16,polygon,FALSE,FALSE,America/New_York,3,28357 28386,1840013079
Lansing,Lansing,NC,North Carolina,37009,Ashe,37009,Ashe,36.4989,-81.5098,153,180,polygon,FALSE,TRUE,America/New_York,3,28643,1840016028
Newland,Newland,NC,North Carolina,37011,Avery,37011,Avery,36.088,-81.9274,685,353,polygon,FALSE,TRUE,America/New_York,3,28657,1840016115
Bent Creek,Bent Creek,NC,North Carolina,37021,Buncombe,37021,Buncombe,35.5081,-82.6176,1271,222,polygon,FALSE,FALSE,America/New_York,3,28806,1840013409
Rodanthe,Rodanthe,NC,North Carolina,37055,Dare,37055,Dare,35.5897,-75.466,120,42,polygon,FALSE,FALSE,America/New_York,3,27968,1840025785
Oak City,Oak City,NC,North Carolina,37117,Martin,37117,Martin,35.9617,-77.304,291,244,polygon,FALSE,TRUE,America/New_York,3,27857,1840016207
Murfreesboro,Murfreesboro,NC,North Carolina,37091,Hertford,37091,Hertford,36.4421,-77.0965,2912,510,polygon,FALSE,TRUE,America/New_York,3,27818 27855,1840016045
Fairview,Fairview,NC,North Carolina,37179,Union,37179,Union,35.1545,-80.5345,3770,48,polygon,FALSE,TRUE,America/New_York,3,28110 28079,1840016456
Pinnacle,Pinnacle,NC,North Carolina,37169,Stokes,37169,Stokes,36.323,-80.4241,1010,107,polygon,FALSE,FALSE,America/New_York,3,27043,1840025765
Cedar Point,Cedar Point,NC,North Carolina,37031,Carteret,37031,Carteret,34.6862,-77.0833,1329,230,polygon,FALSE,TRUE,America/New_York,3,28584,1840016483
Yanceyville,Yanceyville,NC,North Carolina,37033,Caswell,37033,Caswell,36.4109,-79.3403,1944,135,polygon,FALSE,TRUE,America/New_York,3,27379 27212,1840016058
Stanley,Stanley,NC,North Carolina,37071,Gaston,37071,Gaston,35.3552,-81.0937,3703,533,polygon,FALSE,TRUE,America/New_York,3,28120 28164,1840016398
Pittsboro,Pittsboro,NC,North Carolina,37037,Chatham,37037,Chatham,35.7255,-79.1732,3844,368,polygon,FALSE,TRUE,America/New_York,3,27312,1840016259
Marvin,Marvin,NC,North Carolina,37179,Union,37179,Union,34.989,-80.8034,6490,420,polygon,FALSE,TRUE,America/New_York,3,28173,1840017880
Clayton,Clayton,NC,North Carolina,37101,Johnston,37101|37183,Johnston|Wake,35.6594,-78.4503,21405,553,polygon,FALSE,TRUE,America/New_York,3,27520 27527 27528,1840016290
Sylva,Sylva,NC,North Carolina,37099,Jackson,37099,Jackson,35.3754,-83.2185,2678,324,polygon,FALSE,TRUE,America/New_York,3,28779,1840016347
Marietta,Marietta,NC,North Carolina,37155,Robeson,37155,Robeson,34.3682,-79.1249,171,59,polygon,FALSE,TRUE,America/New_York,3,28340 28362,1840016535
Como,Como,NC,North Carolina,37091,Hertford,37091,Hertford,36.5011,-77.0073,87,10,polygon,FALSE,TRUE,America/New_York,3,27818,1840016046
Yadkinville,Yadkinville,NC,North Carolina,37197,Yadkin,37197,Yadkin,36.131,-80.6588,3446,391,polygon,FALSE,TRUE,America/New_York,3,27055,1840016112
Cove Creek,Cove Creek,NC,North Carolina,37189,Watauga,37189,Watauga,36.2763,-81.783,1022,46,polygon,FALSE,TRUE,America/New_York,3,28692 28698 28679,1840032909
Vanceboro,Vanceboro,NC,North Carolina,37049,Craven,37049,Craven,35.303,-77.1567,980,220,polygon,FALSE,TRUE,America/New_York,3,28586,1840016402
Lucama,Lucama,NC,North Carolina,37195,Wilson,37195,Wilson,35.6447,-78.0072,1137,707,polygon,FALSE,TRUE,America/New_York,3,27851,1840016260
Bell Arthur,Bell Arthur,NC,North Carolina,37147,Pitt,37147,Pitt,35.5912,-77.5127,206,42,polygon,FALSE,FALSE,America/New_York,3,27828 27834,1840024929
Turkey,Turkey,NC,North Carolina,37163,Sampson,37163,Sampson,34.995,-78.1841,295,287,polygon,FALSE,TRUE,America/New_York,3,28393,1840016434
Saratoga,Saratoga,NC,North Carolina,37195,Wilson,37195,Wilson,35.6537,-77.7753,406,244,polygon,FALSE,TRUE,America/New_York,3,27873,1840017784
Raemon,Raemon,NC,North Carolina,37155,Robeson,37155,Robeson,34.6229,-79.3491,166,14,polygon,FALSE,FALSE,America/New_York,3,28364,1840013561
Winfall,Winfall,NC,North Carolina,37143,Perquimans,37143,Perquimans,36.2111,-76.4554,601,101,polygon,FALSE,TRUE,America/New_York,3,27944 27985,1840016100
Ashley Heights,Ashley Heights,NC,North Carolina,37093,Hoke,37093,Hoke,35.09,-79.3739,461,79,polygon,FALSE,FALSE,America/New_York,3,28315,1840013504
Roanoke Rapids,Roanoke Rapids,NC,North Carolina,37083,Halifax,37083,Halifax,36.4452,-77.649,22950,575,polygon,FALSE,TRUE,America/New_York,3,27870,1840014437
Buies Creek,Buies Creek,NC,North Carolina,37085,Harnett,37085,Harnett,35.4127,-78.7363,2289,385,polygon,FALSE,FALSE,America/New_York,3,27546 27506,1840013433
Red Oak,Red Oak,NC,North Carolina,37127,Nash,37127,Nash,36.0415,-77.9065,3442,68,polygon,FALSE,TRUE,America/New_York,3,27809 27856 27804 27868,1840017745
Centerville,Centerville,NC,North Carolina,37069,Franklin,37069,Franklin,36.1866,-78.1114,102,24,polygon,FALSE,FALSE,America/New_York,3,27549,1840016117
Valdese,Valdese,NC,North Carolina,37023,Burke,37023,Burke,35.7565,-81.5632,4431,218,polygon,FALSE,TRUE,America/New_York,3,28612 28690 28655,1840016234
Taylortown,Taylortown,NC,North Carolina,37125,Moore,37125,Moore,35.2146,-79.4916,830,242,polygon,FALSE,TRUE,America/New_York,3,28374 27376,1840016356
St. Stephens,St. Stephens,NC,North Carolina,37035,Catawba,37035,Catawba,35.7641,-81.2746,9004,371,polygon,FALSE,FALSE,America/New_York,3,28613 28601,1840033023
Graham,Graham,NC,North Carolina,37001,Alamance,37001,Alamance,36.0596,-79.3898,14814,592,polygon,FALSE,TRUE,America/New_York,3,27253 27216,1840013361
Woodland,Woodland,NC,North Carolina,37131,Northampton,37131,Northampton,36.3307,-77.2147,720,222,polygon,FALSE,TRUE,America/New_York,3,27897,1840016044
Morehead City,Morehead City,NC,North Carolina,37031,Carteret,37031,Carteret,34.7304,-76.7386,48125,507,polygon,FALSE,TRUE,America/New_York,3,28557 28516,1840016482
Lewisville,Lewisville,NC,North Carolina,37067,Forsyth,37067,Forsyth,36.103,-80.4164,13913,373,polygon,FALSE,TRUE,America/New_York,3,27023 27040,1840016124
Pikeville,Pikeville,NC,North Carolina,37191,Wayne,37191,Wayne,35.4971,-77.9877,677,347,polygon,FALSE,TRUE,America/New_York,3,27863,1840016324
Blue Clay Farms,Blue Clay Farms,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.3005,-77.8916,0,0,polygon,FALSE,TRUE,America/New_York,3,28405,1840040276
Spencer Mountain,Spencer Mountain,NC,North Carolina,37071,Gaston,37071,Gaston,35.3073,-81.1101,0,0,polygon,FALSE,TRUE,America/New_York,3,28054 28056,1840017865
Pine Level,Pine Level,NC,North Carolina,37101,Johnston,37101,Johnston,35.5033,-78.2502,1927,437,polygon,FALSE,TRUE,America/New_York,3,27576 27577 27568,1840016293
McDonald,McDonald,NC,North Carolina,37155,Robeson,37155,Robeson,34.5537,-79.1763,111,168,polygon,FALSE,TRUE,America/New_York,3,28340,1840016537
Mountain View,Mountain View,NC,North Carolina,37035,Catawba,37035,Catawba,35.6828,-81.3683,3308,273,polygon,FALSE,FALSE,America/New_York,3,28602,1840033019
Swan Quarter,Swan Quarter,NC,North Carolina,37095,Hyde,37095,Hyde,35.4109,-76.3251,327,31,polygon,FALSE,TRUE,America/New_York,3,27885,1840032987
Calypso,Calypso,NC,North Carolina,37061,Duplin,37061,Duplin,35.1548,-78.1045,540,211,polygon,FALSE,TRUE,America/New_York,3,28325 28365,1840015486
